ccle_name,row_id,pool_id,culture,depmap_id,screen
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000070::P940::PR500B::REP1M,P940,PR500B,ACH-000070,REP1M
KE97_STOMACH,ACH-000167::P940::PR500B::REP1M,P940,PR500B,ACH-000167,REP1M
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000362::P940::PR500B::REP1M,P940,PR500B,ACH-000362,REP1M
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000006::P940::PR500B::REP1M,P940,PR500B,ACH-000006,REP1M
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000782::P940::PR500B::REP1M,P940,PR500B,ACH-000782,REP1M
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000056::P940::PR500B::REP1M,P940,PR500B,ACH-000056,REP1M
HUG1N_STOMACH,ACH-000239::P940::PR500B::REP1M,P940,PR500B,ACH-000239,REP1M
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000053::P940::PR500B::REP1M,P940,PR500B,ACH-000053,REP1M
SNU1_STOMACH,ACH-000932::P940::PR500B::REP1M,P940,PR500B,ACH-000932,REP1M
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000534::P940::PR500B::REP1M,P940,PR500B,ACH-000534,REP1M
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000687::P940::PR500B::REP1M,P940,PR500B,ACH-000687,REP1M
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000942::P940::PR500B::REP1M,P940,PR500B,ACH-000942,REP1M
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000509::P940::PR500B::REP1M,P940,PR500B,ACH-000509,REP1M
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000598::P940::PR500B::REP1M,P940,PR500B,ACH-000598,REP1M
OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001148::P940::PR500B::REP1M,P940,PR500B,ACH-001148,REP1M
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000069::P940::PR500B::REP1M,P940,PR500B,ACH-000069,REP1M
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000193::P940::PR500B::REP1M,P940,PR500B,ACH-000193,REP1M
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000369::P940::PR500B::REP1M,P940,PR500B,ACH-000369,REP1M
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001656::P940::PR500B::REP1M,P940,PR500B,ACH-001656,REP1M
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000197::P940::PR500B::REP1M,P940,PR500B,ACH-000197,REP1M
PEDS005TADH_KIDNEY,ACH-001163::P944::PR500B::REP1M,P944,PR500B,ACH-001163,REP1M
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000432::P941::PR500B::REP1M,P941,PR500B,ACH-000432,REP1M
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000920::P941::PR500B::REP1M,P941,PR500B,ACH-000920,REP1M
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000326::P941::PR500B::REP1M,P941,PR500B,ACH-000326,REP1M
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000983::P941::PR500B::REP1M,P941,PR500B,ACH-000983,REP1M
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000076::P941::PR500B::REP1M,P941,PR500B,ACH-000076,REP1M
CORL88_LUNG,ACH-000508::P941::PR500B::REP1M,P941,PR500B,ACH-000508,REP1M
NCIH1092_LUNG,ACH-000514::P941::PR500B::REP1M,P941,PR500B,ACH-000514,REP1M
NCIH1341_LUNG,ACH-000129::P941::PR500B::REP1M,P941,PR500B,ACH-000129,REP1M
NCIH2171_LUNG,ACH-000525::P941::PR500B::REP1M,P941,PR500B,ACH-000525,REP1M
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000551::P941::PR500B::REP1M,P941,PR500B,ACH-000551,REP1M
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000918::P941::PR500B::REP1M,P941,PR500B,ACH-000918,REP1M
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000168::P941::PR500B::REP1M,P941,PR500B,ACH-000168,REP1M
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000664::P941::PR500B::REP1M,P941,PR500B,ACH-000664,REP1M
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000059::P941::PR500B::REP1M,P941,PR500B,ACH-000059,REP1M
CHLA15_AUTONOMIC_GANGLIA,ACH-001300::P941::PR500B::REP1M,P941,PR500B,ACH-001300,REP1M
MDST8_LARGE_INTESTINE,ACH-000935::P941::PR500B::REP1M,P941,PR500B,ACH-000935,REP1M
NCIH1876_LUNG,ACH-000586::P941::PR500B::REP1M,P941,PR500B,ACH-000586,REP1M
NCIH508_LARGE_INTESTINE,ACH-000360::P941::PR500B::REP1M,P941,PR500B,ACH-000360,REP1M
SHP77_LUNG,ACH-000790::P941::PR500B::REP1M,P941,PR500B,ACH-000790,REP1M
COGAR359_SOFT_TISSUE,ACH-001289::P941::PR500B::REP1M,P941,PR500B,ACH-001289,REP1M
COGE352_BONE,ACH-001038::P941::PR500B::REP1M,P941,PR500B,ACH-001038,REP1M
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000338::P941::PR500B::REP1M,P941,PR500B,ACH-000338,REP1M
TC71_BONE,ACH-000424::P941::PR500B::REP1M,P941,PR500B,ACH-000424,REP1M
TC205_BONE,ACH-001431::P941::PR500B::REP1M,P941,PR500B,ACH-001431,REP1M
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000004::P942::PR500B::REP1M,P942,PR500B,ACH-000004,REP1M
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000005::P942::PR500B::REP1M,P942,PR500B,ACH-000005,REP1M
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000294::P942::PR500B::REP1M,P942,PR500B,ACH-000294,REP1M
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000113::P942::PR500B::REP1M,P942,PR500B,ACH-000113,REP1M
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000336::P942::PR500B::REP1M,P942,PR500B,ACH-000336,REP1M
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000653::P942::PR500B::REP1M,P942,PR500B,ACH-000653,REP1M
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000541::P942::PR500B::REP1M,P942,PR500B,ACH-000541,REP1M
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000204::P942::PR500B::REP1M,P942,PR500B,ACH-000204,REP1M
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000363::P942::PR500B::REP1M,P942,PR500B,ACH-000363,REP1M
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000626::P942::PR500B::REP1M,P942,PR500B,ACH-000626,REP1M
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000714::P942::PR500B::REP1M,P942,PR500B,ACH-000714,REP1M
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000656::P942::PR500B::REP1M,P942,PR500B,ACH-000656,REP1M
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000285::P942::PR500B::REP1M,P942,PR500B,ACH-000285,REP1M
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000080::P942::PR500B::REP1M,P942,PR500B,ACH-000080,REP1M
COLO320_LARGE_INTESTINE,ACH-000202::P942::PR500B::REP1M,P942,PR500B,ACH-000202,REP1M
GSS_STOMACH,ACH-000746::P942::PR500B::REP1M,P942,PR500B,ACH-000746,REP1M
HCC2108_LUNG,ACH-000314::P942::PR500B::REP1M,P942,PR500B,ACH-000314,REP1M
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000190::P942::PR500B::REP1M,P942,PR500B,ACH-000190,REP1M
BT12_SOFT_TISSUE,ACH-000160::P942::PR500B::REP1M,P942,PR500B,ACH-000160,REP1M
CAL148_BREAST,ACH-000902::P942::PR500B::REP1M,P942,PR500B,ACH-000902,REP1M
ECC10_STOMACH,ACH-000560::P942::PR500B::REP1M,P942,PR500B,ACH-000560,REP1M
KATOIII_STOMACH,ACH-000793::P942::PR500B::REP1M,P942,PR500B,ACH-000793,REP1M
EW8_BONE,ACH-000499::P944::PR500B::REP1M,P944,PR500B,ACH-000499,REP1M
KD_SOFT_TISSUE,ACH-001099::P944::PR500B::REP1M,P944,PR500B,ACH-001099,REP1M
TC32_BONE,ACH-001205::P944::PR500B::REP1M,P944,PR500B,ACH-001205,REP1M
TTC549_SOFT_TISSUE,ACH-001211::P944::PR500B::REP1M,P944,PR500B,ACH-001211,REP1M
TTC642_SOFT_TISSUE,ACH-001212::P944::PR500B::REP1M,P944,PR500B,ACH-001212,REP1M
CBAGPN_BONE,ACH-001022::P944::PR500B::REP1M,P944,PR500B,ACH-001022,REP1M
TTC1240_SOFT_TISSUE,ACH-001210::P944::PR500B::REP1M,P944,PR500B,ACH-001210,REP1M
KPNYN_AUTONOMIC_GANGLIA,ACH-000227::P944::PR500B::REP1M,P944,PR500B,ACH-000227,REP1M
CCLFPEDS0003T_SOFT_TISSUE,ACH-001164::P944::PR500B::REP1M,P944,PR500B,ACH-001164,REP1M
SKPNDW_BONE,ACH-001193::P944::PR500B::REP1M,P944,PR500B,ACH-001193,REP1M
STM9101_SOFT_TISSUE,ACH-001200::P944::PR500B::REP1M,P944,PR500B,ACH-001200,REP1M
PEDS005TSUSP_KIDNEY,ACH-001163::P941::PR500B::REP1M,P941,PR500B,ACH-001163,REP1M
JR_SOFT_TISSUE,ACH-001096::P945::PR500B::REP1M,P945,PR500B,ACH-001096,REP1M
RH41_SOFT_TISSUE,ACH-000100::P945::PR500B::REP1M,P945,PR500B,ACH-000100,REP1M
RH28_SOFT_TISSUE,ACH-001740::P945::PR500B::REP1M,P945,PR500B,ACH-001740,REP1M
RH4_SOFT_TISSUE,ACH-001765::P945::PR500B::REP1M,P945,PR500B,ACH-001765,REP1M
RHJT_SOFT_TISSUE,ACH-001745::P945::PR500B::REP1M,P945,PR500B,ACH-001745,REP1M
KYM1_SOFT_TISSUE,ACH-000607::P945::PR500B::REP1M,P945,PR500B,ACH-000607,REP1M
RH36_SOFT_TISSUE,ACH-001751::P945::PR500B::REP1M,P945,PR500B,ACH-001751,REP1M
SKNMC_BONE,ACH-000039::P945::PR500B::REP1M,P945,PR500B,ACH-000039,REP1M
SMSCTR_SOFT_TISSUE,ACH-001196::P945::PR500B::REP1M,P945,PR500B,ACH-001196,REP1M
143B_BONE,ACH-001001::P945::PR500B::REP1M,P945,PR500B,ACH-001001,REP1M
CHLA06ATRT_SOFT_TISSUE,ACH-001028::P945::PR500B::REP1M,P945,PR500B,ACH-001028,REP1M
SAOS2_BONE,ACH-000410::P945::PR500B::REP1M,P945,PR500B,ACH-000410,REP1M
TE617T_SOFT_TISSUE,ACH-000051::P945::PR500B::REP1M,P945,PR500B,ACH-000051,REP1M
TTC709_SOFT_TISSUE,ACH-000597::P945::PR500B::REP1M,P945,PR500B,ACH-000597,REP1M
CW9019_SOFT_TISSUE,ACH-001050::P945::PR500B::REP1M,P945,PR500B,ACH-001050,REP1M
TC106_BONE,ACH-001283::P946::PR500B::REP1M,P946,PR500B,ACH-001283,REP1M
TTC442_SOFT_TISSUE,ACH-001750::P946::PR500B::REP1M,P946,PR500B,ACH-001750,REP1M
BT16_SOFT_TISSUE,ACH-001020::P946::PR500B::REP1M,P946,PR500B,ACH-001020,REP1M
CHLA10_BONE,ACH-001029::P946::PR500B::REP1M,P946,PR500B,ACH-001029,REP1M
NCIH2004RT_SOFT_TISSUE,ACH-000533::P946::PR500B::REP1M,P946,PR500B,ACH-000533,REP1M
COGN278_AUTONOMIC_GANGLIA,ACH-001301::P946::PR500B::REP1M,P946,PR500B,ACH-001301,REP1M
DL_SOFT_TISSUE,ACH-001059::P946::PR500B::REP1M,P946,PR500B,ACH-001059,REP1M
UW228_CENTRAL_NERVOUS_SYSTEM,ACH-001232::P946::PR500B::REP1M,P946,PR500B,ACH-001232,REP1M
A253_SALIVARY_GLAND,ACH-000740::P946::PR500B::REP1M,P946,PR500B,ACH-000740,REP1M
MHHNB11_AUTONOMIC_GANGLIA,ACH-000078::P946::PR500B::REP1M,P946,PR500B,ACH-000078,REP1M
SKNDZ_AUTONOMIC_GANGLIA,ACH-000366::P946::PR500B::REP1M,P946,PR500B,ACH-000366,REP1M
SKNSH_AUTONOMIC_GANGLIA,ACH-000149::P946::PR500B::REP1M,P946,PR500B,ACH-000149,REP1M
SNU489_CENTRAL_NERVOUS_SYSTEM,ACH-000543::P946::PR500B::REP1M,P946,PR500B,ACH-000543,REP1M
BICR18_UPPER_AERODIGESTIVE_TRACT,ACH-000992::P946::PR500B::REP1M,P946,PR500B,ACH-000992,REP1M
CW2_LARGE_INTESTINE,ACH-000998::P946::PR500B::REP1M,P946,PR500B,ACH-000998,REP1M
NIHOVCAR3_OVARY,ACH-000001::P946::PR500B::REP1M,P946,PR500B,ACH-000001,REP1M
SKNFI_AUTONOMIC_GANGLIA,ACH-000341::P946::PR500B::REP1M,P946,PR500B,ACH-000341,REP1M
A498_KIDNEY,ACH-000555::P947::PR500B::REP1M,P947,PR500B,ACH-000555,REP1M
CAL33_UPPER_AERODIGESTIVE_TRACT,ACH-000518::P947::PR500B::REP1M,P947,PR500B,ACH-000518,REP1M
HT115_LARGE_INTESTINE,ACH-000986::P947::PR500B::REP1M,P947,PR500B,ACH-000986,REP1M
HUH1_LIVER,ACH-000475::P947::PR500B::REP1M,P947,PR500B,ACH-000475,REP1M
SNU216_STOMACH,ACH-000466::P947::PR500B::REP1M,P947,PR500B,ACH-000466,REP1M
DMS53_LUNG,ACH-000698::P947::PR500B::REP1M,P947,PR500B,ACH-000698,REP1M
NCIH441_LUNG,ACH-000638::P947::PR500B::REP1M,P947,PR500B,ACH-000638,REP1M
SNU182_LIVER,ACH-000483::P947::PR500B::REP1M,P947,PR500B,ACH-000483,REP1M
SNU201_CENTRAL_NERVOUS_SYSTEM,ACH-000623::P947::PR500B::REP1M,P947,PR500B,ACH-000623,REP1M
SW1783_CENTRAL_NERVOUS_SYSTEM,ACH-000883::P947::PR500B::REP1M,P947,PR500B,ACH-000883,REP1M
A427_LUNG,ACH-000757::P947::PR500B::REP1M,P947,PR500B,ACH-000757,REP1M
HEC50B_ENDOMETRIUM,ACH-000831::P947::PR500B::REP1M,P947,PR500B,ACH-000831,REP1M
SKMEL28_SKIN,ACH-000615::P947::PR500B::REP1M,P947,PR500B,ACH-000615,REP1M
TE15_OESOPHAGUS,ACH-000353::P947::PR500B::REP1M,P947,PR500B,ACH-000353,REP1M
U343_CENTRAL_NERVOUS_SYSTEM,ACH-000036::P947::PR500B::REP1M,P947,PR500B,ACH-000036,REP1M
A1207_CENTRAL_NERVOUS_SYSTEM,ACH-000283::P947::PR500B::REP1M,P947,PR500B,ACH-000283,REP1M
CH157MN_CENTRAL_NERVOUS_SYSTEM,ACH-000025::P947::PR500B::REP1M,P947,PR500B,ACH-000025,REP1M
KYSE450_OESOPHAGUS,ACH-000865::P947::PR500B::REP1M,P947,PR500B,ACH-000865,REP1M
LN382_CENTRAL_NERVOUS_SYSTEM,ACH-000215::P947::PR500B::REP1M,P947,PR500B,ACH-000215,REP1M
M059K_CENTRAL_NERVOUS_SYSTEM,ACH-000152::P947::PR500B::REP1M,P947,PR500B,ACH-000152,REP1M
CHAGOK1_LUNG,ACH-000867::P947::PR500B::REP1M,P947,PR500B,ACH-000867,REP1M
HA1E_KIDNEY,ACH-001310::P947::PR500B::REP1M,P947,PR500B,ACH-001310,REP1M
HS683_CENTRAL_NERVOUS_SYSTEM,ACH-000067::P947::PR500B::REP1M,P947,PR500B,ACH-000067,REP1M
IGR39_SKIN,ACH-000550::P947::PR500B::REP1M,P947,PR500B,ACH-000550,REP1M
LNZ308_CENTRAL_NERVOUS_SYSTEM,ACH-000760::P947::PR500B::REP1M,P947,PR500B,ACH-000760,REP1M
AM38_CENTRAL_NERVOUS_SYSTEM,ACH-000269::P948::PR500B::REP1M,P948,PR500B,ACH-000269,REP1M
CL11_LARGE_INTESTINE,ACH-000249::P948::PR500B::REP1M,P948,PR500B,ACH-000249,REP1M
GSU_STOMACH,ACH-000485::P948::PR500B::REP1M,P948,PR500B,ACH-000485,REP1M
HEPG2_LIVER,ACH-000739::P948::PR500B::REP1M,P948,PR500B,ACH-000739,REP1M
PANC0504_PANCREAS,ACH-000093::P948::PR500B::REP1M,P948,PR500B,ACH-000093,REP1M
CAS1_CENTRAL_NERVOUS_SYSTEM,ACH-000464::P948::PR500B::REP1M,P948,PR500B,ACH-000464,REP1M
CCK81_LARGE_INTESTINE,ACH-000963::P948::PR500B::REP1M,P948,PR500B,ACH-000963,REP1M
EFE184_ENDOMETRIUM,ACH-000435::P948::PR500B::REP1M,P948,PR500B,ACH-000435,REP1M
EKVX_LUNG,ACH-000706::P948::PR500B::REP1M,P948,PR500B,ACH-000706,REP1M
HUPT4_PANCREAS,ACH-000213::P948::PR500B::REP1M,P948,PR500B,ACH-000213,REP1M
COLO678_LARGE_INTESTINE,ACH-000350::P948::PR500B::REP1M,P948,PR500B,ACH-000350,REP1M
COV318_OVARY,ACH-000256::P948::PR500B::REP1M,P948,PR500B,ACH-000256,REP1M
EFM19_BREAST,ACH-000330::P948::PR500B::REP1M,P948,PR500B,ACH-000330,REP1M
RDES_BONE,ACH-000041::P948::PR500B::REP1M,P948,PR500B,ACH-000041,REP1M
RPMI7951_SKIN,ACH-000348::P948::PR500B::REP1M,P948,PR500B,ACH-000348,REP1M
COV644_OVARY,ACH-000608::P948::PR500B::REP1M,P948,PR500B,ACH-000608,REP1M
KE39_STOMACH,ACH-000507::P948::PR500B::REP1M,P948,PR500B,ACH-000507,REP1M
NCIH647_LUNG,ACH-000378::P948::PR500B::REP1M,P948,PR500B,ACH-000378,REP1M
SNU878_LIVER,ACH-000686::P948::PR500B::REP1M,P948,PR500B,ACH-000686,REP1M
U87MG_CENTRAL_NERVOUS_SYSTEM,ACH-000075::P948::PR500B::REP1M,P948,PR500B,ACH-000075,REP1M
C32_SKIN,ACH-000580::P948::PR500B::REP1M,P948,PR500B,ACH-000580,REP1M
HT1197_URINARY_TRACT,ACH-000547::P948::PR500B::REP1M,P948,PR500B,ACH-000547,REP1M
SNU899_UPPER_AERODIGESTIVE_TRACT,ACH-000692::P948::PR500B::REP1M,P948,PR500B,ACH-000692,REP1M
SW1116_LARGE_INTESTINE,ACH-000489::P948::PR500B::REP1M,P948,PR500B,ACH-000489,REP1M
TYKNU_OVARY,ACH-000430::P948::PR500B::REP1M,P948,PR500B,ACH-000430,REP1M
BICR22_UPPER_AERODIGESTIVE_TRACT,ACH-000794::P949::PR500B::REP1M,P949,PR500B,ACH-000794,REP1M
CHP212_AUTONOMIC_GANGLIA,ACH-000120::P949::PR500B::REP1M,P949,PR500B,ACH-000120,REP1M
HCC1395_BREAST,ACH-000699::P949::PR500B::REP1M,P949,PR500B,ACH-000699,REP1M
HCC1954_BREAST,ACH-000859::P949::PR500B::REP1M,P949,PR500B,ACH-000859,REP1M
JL1_PLEURA,ACH-000645::P949::PR500B::REP1M,P949,PR500B,ACH-000645,REP1M
BHY_UPPER_AERODIGESTIVE_TRACT,ACH-000548::P949::PR500B::REP1M,P949,PR500B,ACH-000548,REP1M
MDAMB361_BREAST,ACH-000934::P949::PR500B::REP1M,P949,PR500B,ACH-000934,REP1M
NCIH2196_LUNG,ACH-000399::P949::PR500B::REP1M,P949,PR500B,ACH-000399,REP1M
OVKATE_OVARY,ACH-000443::P949::PR500B::REP1M,P949,PR500B,ACH-000443,REP1M
SW1463_LARGE_INTESTINE,ACH-000470::P949::PR500B::REP1M,P949,PR500B,ACH-000470,REP1M
HCC515_LUNG,ACH-000872::P949::PR500B::REP1M,P949,PR500B,ACH-000872,REP1M
JHUEM7_ENDOMETRIUM,ACH-000993::P949::PR500B::REP1M,P949,PR500B,ACH-000993,REP1M
KS1_CENTRAL_NERVOUS_SYSTEM,ACH-000631::P949::PR500B::REP1M,P949,PR500B,ACH-000631,REP1M
RERFGC1B_STOMACH,ACH-000144::P949::PR500B::REP1M,P949,PR500B,ACH-000144,REP1M
SNU478_BILIARY_TRACT,ACH-000377::P949::PR500B::REP1M,P949,PR500B,ACH-000377,REP1M
AU565_BREAST,ACH-000248::P949::PR500B::REP1M,P949,PR500B,ACH-000248,REP1M
HPAFII_PANCREAS,ACH-000094::P949::PR500B::REP1M,P949,PR500B,ACH-000094,REP1M
KLE_ENDOMETRIUM,ACH-000293::P949::PR500B::REP1M,P949,PR500B,ACH-000293,REP1M
NCIH196_LUNG,ACH-000752::P949::PR500B::REP1M,P949,PR500B,ACH-000752,REP1M
SCC9_UPPER_AERODIGESTIVE_TRACT,ACH-000181::P949::PR500B::REP1M,P949,PR500B,ACH-000181,REP1M
LN464_CENTRAL_NERVOUS_SYSTEM,ACH-000676::P949::PR500B::REP1M,P949,PR500B,ACH-000676,REP1M
MDAMB453_BREAST,ACH-000910::P949::PR500B::REP1M,P949,PR500B,ACH-000910,REP1M
SNU119_OVARY,ACH-000635::P949::PR500B::REP1M,P949,PR500B,ACH-000635,REP1M
T84_LARGE_INTESTINE,ACH-000381::P949::PR500B::REP1M,P949,PR500B,ACH-000381,REP1M
U178_CENTRAL_NERVOUS_SYSTEM,ACH-000208::P949::PR500B::REP1M,P949,PR500B,ACH-000208,REP1M
SW13_ADRENAL_CORTEX,ACH-001401::P121::PR500B::REP1M,P121,PR500B,ACH-001401,REP1M
VAESBJ_SOFT_TISSUE,ACH-001702::P121::PR500B::REP1M,P121,PR500B,ACH-001702,REP1M
NP5_CENTRAL_NERVOUS_SYSTEM,ACH-001610::P121::PR500B::REP1M,P121,PR500B,ACH-001610,REP1M
1777NRPMET_TESTIS,ACH-001438::P121::PR500B::REP1M,P121,PR500B,ACH-001438,REP1M
ONDA9_CENTRAL_NERVOUS_SYSTEM,ACH-001624::P121::PR500B::REP1M,P121,PR500B,ACH-001624,REP1M
NP2_CENTRAL_NERVOUS_SYSTEM,ACH-001608::P121::PR500B::REP1M,P121,PR500B,ACH-001608,REP1M
GIMEN_AUTONOMIC_GANGLIA,ACH-001344::P121::PR500B::REP1M,P121,PR500B,ACH-001344,REP1M
PK8_PANCREAS,ACH-002039::P121::PR500B::REP1M,P121,PR500B,ACH-002039,REP1M
PA1_OVARY,ACH-001374::P121::PR500B::REP1M,P121,PR500B,ACH-001374,REP1M
SUM159PT_BREAST,ACH-001391::P121::PR500B::REP1M,P121,PR500B,ACH-001391,REP1M
PACADD161_PANCREAS,ACH-001379::P121::PR500B::REP1M,P121,PR500B,ACH-001379,REP1M
UMUC6_URINARY_TRACT,ACH-001414::P121::PR500B::REP1M,P121,PR500B,ACH-001414,REP1M
H103_UPPER_AERODIGESTIVE_TRACT,ACH-001346::P121::PR500B::REP1M,P121,PR500B,ACH-001346,REP1M
H157_UPPER_AERODIGESTIVE_TRACT,ACH-001347::P121::PR500B::REP1M,P121,PR500B,ACH-001347,REP1M
SNU638_STOMACH,ACH-001664::P121::PR500B::REP1M,P121,PR500B,ACH-001664,REP1M
JOPACA1_PANCREAS,ACH-001353::P121::PR500B::REP1M,P121,PR500B,ACH-001353,REP1M
EGI1_BILIARY_TRACT,ACH-001494::P121::PR500B::REP1M,P121,PR500B,ACH-001494,REP1M
SCMCRM2_SOFT_TISSUE,ACH-001184::P121::PR500B::REP1M,P121,PR500B,ACH-001184,REP1M
CAL72_BONE,ACH-001715::P121::PR500B::REP1M,P121,PR500B,ACH-001715,REP1M
JAR_PLACENTA,ACH-001529::P121::PR500B::REP1M,P121,PR500B,ACH-001529,REP1M
HEC116_ENDOMETRIUM,ACH-001518::P121::PR500B::REP1M,P121,PR500B,ACH-001518,REP1M
H376_UPPER_AERODIGESTIVE_TRACT,ACH-001510::P121::PR500B::REP1M,P121,PR500B,ACH-001510,REP1M
H413_UPPER_AERODIGESTIVE_TRACT,ACH-001511::P121::PR500B::REP1M,P121,PR500B,ACH-001511,REP1M
IHH4_THYROID,ACH-001528::P121::PR500B::REP1M,P121,PR500B,ACH-001528,REP1M
UMUC10_URINARY_TRACT,ACH-001412::P121::PR500B::REP1M,P121,PR500B,ACH-001412,REP1M
SKLMS1_SOFT_TISSUE,ACH-000145::P122::PR500B::REP1M,P122,PR500B,ACH-000145,REP1M
ABC1_LUNG,ACH-000528::P113::PR500A::REP300,P113,PR500A,ACH-000528,REP300
ACCMESO1_PLEURA,ACH-000086::P102::PR500A::REP300,P102,PR500A,ACH-000086,REP300
ACHN_KIDNEY,ACH-000046::P110::PR500A::REP300,P110,PR500A,ACH-000046,REP300
AGS_STOMACH,ACH-000880::P101::PR500A::REP300,P101,PR500A,ACH-000880,REP300
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000105::P954::PR500B::REP300,P954,PR500B,ACH-000105,REP300
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000838::P950::PR500B::REP300,P950,PR500B,ACH-000838,REP300
AM38_CENTRAL_NERVOUS_SYSTEM,ACH-000269::P956::PR500B::REP300,P956,PR500B,ACH-000269,REP300
ANGMCSS_CENTRAL_NERVOUS_SYSTEM,ACH-001329::P122::PR500B::REP300,P122,PR500B,ACH-001329,REP300
AN3CA_ENDOMETRIUM,ACH-000940::P108::PR500A::REP300,P108,PR500A,ACH-000940,REP300
ASPC1_PANCREAS,ACH-000222::P120::PR500A::REP300,P120,PR500A,ACH-000222,REP300
AU565_BREAST,ACH-000248::P956::PR500B::REP300,P956,PR500B,ACH-000248,REP300
A101D_SKIN,ACH-000008::P103::PR500A::REP300,P103,PR500A,ACH-000008,REP300
A1207_CENTRAL_NERVOUS_SYSTEM,ACH-000283::P947::PR500B::REP300,P947,PR500B,ACH-000283,REP300
A172_CENTRAL_NERVOUS_SYSTEM,ACH-000558::P105::PR500A::REP300,P105,PR500A,ACH-000558,REP300
A2058_SKIN,ACH-000788::P102::PR500A::REP300,P102,PR500A,ACH-000788,REP300
A253_SALIVARY_GLAND,ACH-000740::P946.2::PR500B::REP300,P946.2,PR500B,ACH-000740,REP300
A2780_OVARY,ACH-000657::P101::PR500A::REP300,P101,PR500A,ACH-000657,REP300
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000697::P950::PR500B::REP300,P950,PR500B,ACH-000697,REP300
A375_SKIN,ACH-000219::P102::PR500A::REP300,P102,PR500A,ACH-000219,REP300
A388_SKIN,ACH-001442::P123::PR500B::REP300,P123,PR500B,ACH-001442,REP300
A427_LUNG,ACH-000757::P947::PR500B::REP300,P947,PR500B,ACH-000757,REP300
A498_KIDNEY,ACH-000555::P947::PR500B::REP300,P947,PR500B,ACH-000555,REP300
A549_LUNG,ACH-000681::P107::PR500A::REP300,P107,PR500A,ACH-000681,REP300
A673_BONE,ACH-000052::P109::PR500A::REP300,P109,PR500A,ACH-000052,REP300
