screen,dose,repurposing_target,MOA,IDs,Drug.Name,Synonyms
REP.PRIMARY,2.5,ROCK1,RHO ASSOCIATED KINASE INHIBITOR,BRD:BRD-K56912469-003-02-0,SAR407899,SAR407899
REP.PRIMARY,2.5,"ALK, EGFR","ALK TYROSINE KINASE RECEPTOR INHIBITOR, EGFR INHIBITOR",BRD:BRD-K56981171-001-01-0,BRIGATINIB,BRIGATINIB
REP.PRIMARY,2.5,PDE10A,PHOSPHODIESTERASE INHIBITOR,BRD:BRD-K57155378-001-01-1,TAK-063,TAK-063
REP.PRIMARY,2.5,GABRA1,BENZODIAZEPINE RECEPTOR AGONIST,BRD:BRD-K57427145-001-01-6,RIPAZEPAM,RIPAZEPAM
REP.PRIMARY,2.5,PTAFR,PLATELET ACTIVATING FACTOR RECEPTOR ANTAGONIST,BRD:BRD-K57774929-001-01-3,FOROPAFANT,FOROPAFANT
REP.PRIMARY,2.5,"NR3C1, SERPINA6, SMO",GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-K57886322-001-16-6,FLUOCINONIDE,FLUOCINONIDE
REP.PRIMARY,2.5,,STEROID,BRD:BRD-K58277159-001-01-7,NPC-01,NPC-01
REP.PRIMARY,2.5,TNFSF10,"AKT INHIBITOR, MAP KINASE INHIBITOR",BRD:BRD-K58529924-001-01-5,ONC201,ONC201
REP.PRIMARY,2.5,NR3C1,CORTICOSTEROID AGONIST,BRD:BRD-K58810291-001-16-2,CLOBETASONE-BUTYRATE,CLOBETASONE-BUTYRATE
REP.PRIMARY,2.5,"PRSS1, TPSAB1",SERINE PROTEASE INHIBITOR,BRD:BRD-K59256312-066-15-7,GABEXATE,GABEXATE
REP.PRIMARY,2.5,AVPR2,VASOPRESSIN RECEPTOR ANTAGONIST,BRD:BRD-K59391348-001-01-7,LIXIVAPTAN,LIXIVAPTAN
REP.PRIMARY,2.5,"TUBB, TUBB1",TUBULIN POLYMERIZATION INHIBITOR,BRD:BRD-K59753975-001-02-6,VINDESINE,VINDESINE
REP.PRIMARY,2.5,ABCG2,BREAST CANCER RESISTANCE PROTEIN INHIBITOR,BRD:BRD-K59866480-001-07-3,CYCLOVALONE,CYCLOVALONE
REP.PRIMARY,2.5,"CHRM1, CHRM2",CHOLINERGIC RECEPTOR ANTAGONIST,BRD:BRD-K59895502-001-01-9,CARAMIPHEN,CARAMIPHEN
REP.PRIMARY,2.5,"EHMT1, EHMT2",HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,BRD:BRD-K60130390-001-02-1,UNC0642,UNC0642
REP.PRIMARY,2.5,,ALDEHYDE REDUCTASE INHIBITOR,BRD:BRD-K60241851-001-11-9,ISODIBUT,ISODIBUT
REP.PRIMARY,2.5,,APOPTOSIS STIMULANT,BRD:BRD-K60284353-001-01-3,TITANOCENE-DICHLORIDE,TITANOCENE-DICHLORIDE
REP.PRIMARY,2.5,"BTK, EGFR","BRUTON'S TYROSINE KINASE (BTK) INHIBITOR, EGFR INHIBITOR",BRD:BRD-K60421517-001-01-4,OLMUTINIB,OLMUTINIB
REP.PRIMARY,2.5,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, SLC6A2, SLC6A4, SMPD1",TRICYCLIC ANTIDEPRESSANT,BRD:BRD-K60762818-003-26-0,DESIPRAMINE,DESIPRAMINE
REP.PRIMARY,2.5,,NEUTROPHIL SUPEROXIDE PRODUCTION,BRD:BRD-K60798049-001-03-8,FANETIZOLE,FANETIZOLE
REP.PRIMARY,2.5,"NR3C1, PLA2G1B",GLUCOCORTICOID RECEPTOR AGONIST,BRD:BRD-K61496577-001-19-4,FLUMETHASONE,FLUMETHASONE
REP.PRIMARY,2.5,GLB1,GLUCOSIDASE INHIBITOR,BRD:BRD-K61536264-001-01-3,FAGOMINE,FAGOMINE
REP.PRIMARY,2.5,ESR1,SELECTIVE ESTROGEN RECEPTOR DESTABILIZER,BRD:BRD-K61923022-001-02-4,GDC-0810,GDC-0810
REP.PRIMARY,2.5,"FLT1, FLT3, KDR, PDGFRA, PDGFRB",PROTEIN TYROSINE KINASE INHIBITOR,BRD:BRD-K62040061-001-01-0,TOCERANIB,TOCERANIB
REP.PRIMARY,2.5,PTGER4,PROSTAGLANDIN INHIBITOR,BRD:BRD-K62050508-001-01-0,GRAPIPRANT,GRAPIPRANT
REP.PRIMARY,2.5,ACHE,ACETYLCHOLINESTERASE INHIBITOR,BRD:BRD-K62240499-001-05-9,HUPERZINE-A,HUPERZINE-A
REP.PRIMARY,3.1195349940000003,"AADAT, AASS, ABAT, ALDH18A1, ASNS, BCAT1, BCAT2, CCBL2, DNPEP, EARS2, ENPEP, EPRS, FOLH1, FPGS, FTCD, GAD1, GAD2, GATB, GCLC, GCLM, GGCX, GLS, GLS2, GLUD1, GLUD2, GLUL, GMPS, GOT1, GOT2, GPT, GPT2, GRIA1, GRIA2, GRIA3, GRIA4, GRID1, GRID2, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, GRM1, GRM2, GRM3, GRM4, GRM6, GRM7, GRM8, LGSN, NADSYN1, NAGS, OPLAH, PFAS, PGCP, PSAT1, SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC1A7, SLC25A18, SLC25A22, SLC7A11, TAT",GLUTAMATE RECEPTOR AGONIST,BRD:BRD-K62309135-001-05-2,L-GLUTAMIC-ACID,L-GLUTAMIC-ACID
REP.PRIMARY,2.5,,PI3K INHIBITOR,BRD:BRD-K62374002-001-01-5,PI3K-IN-2,PI3K-IN-2
REP.PRIMARY,2.5,S1PR1,"SPHINGOSINE 1-PHOSPHATE RECEPTOR MODULATOR, SPHINGOSINE PHOSPHATE RECEPTOR MODULATOR",BRD:BRD-K62384160-001-02-0,SIPONIMOD,SIPONIMOD
REP.PRIMARY,2.5,LPL,LIPOPROTEIN LIPASE ACTIVATOR,BRD:BRD-K62490786-001-01-1,IBROLIPIM,IBROLIPIM
REP.PRIMARY,2.5,"MTNR1A, MTNR1B",MELATONIN RECEPTOR AGONIST,BRD:BRD-K62971431-001-01-9,TASIMELTEON,TASIMELTEON
REP.PRIMARY,2.5,,BETA LACTAMASE INHIBITOR,BRD:BRD-K63018010-001-01-7,RELEBACTAM,RELEBACTAM
REP.PRIMARY,2.5,ACLY,AMPK INHIBITOR,BRD:BRD-K63177377-001-01-8,ETC-1002,"BEMPEDOIC-ACID, ETC-1002"
REP.PRIMARY,2.5,"ANPEP, BDKRB2",BRADYKININ RECEPTOR ANTAGONIST,BRD:BRD-K63772874-001-02-2,ICATIBANT-ACETATE,ICATIBANT-ACETATE
REP.PRIMARY,2.5,BTK,BRUTON'S TYROSINE KINASE (BTK) INHIBITOR,BRD:BRD-K64034691-001-01-9,ACALABRUTINIB,ACALABRUTINIB
REP.PRIMARY,2.5,,MICROTUBULE INHIBITOR,BRD:BRD-K64120610-001-01-4,VINFLUNINE,VINFLUNINE
REP.PRIMARY,2.5,MMP9,METALLOPROTEINASE INHIBITOR,BRD:BRD-K65498798-001-01-7,ABAMETAPIR,ABAMETAPIR
REP.PRIMARY,2.5,,"CALCIUM CHANNEL BLOCKER, GLUTAMATE RECEPTOR ANTAGONIST",BRD:BRD-K65900713-003-01-0,CAROVERINE,CAROVERINE
REP.PRIMARY,2.5,COMT,CATECHOL O METHYLTRANSFERASE INHIBITOR,BRD:BRD-K66192203-001-02-2,OPICAPONE,OPICAPONE
REP.PRIMARY,2.5,"CA1, CA12, CA14, CA2, CA4, CA6, CA9",ANTIOXIDANT,BRD:BRD-K66295376-001-13-1,FERULIC-ACID,FERULIC-ACID
REP.PRIMARY,2.5,,URICOSURIC AGENT,BRD:BRD-K66437909-001-01-0,KT-433,KT-433
REP.PRIMARY,2.5,"CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8",VOLTAGE-GATED CALCIUM CHANNEL LIGAND,BRD:BRD-K66786476-001-01-3,PREGABALIN,PREGABALIN
REP.PRIMARY,2.5,,,BRD:BRD-K66845263-001-03-0,SOPHOCARPINE,SOPHOCARPINE
REP.PRIMARY,2.5,,,BRD:BRD-K67117832-001-01-9,DEXTRAN,DEXTRAN
REP.PRIMARY,2.5,ACHE,ACETYLCHOLINESTERASE INHIBITOR,BRD:BRD-K67186445-001-02-1,DEHYDROCORYDALINE,DEHYDROCORYDALINE
REP.PRIMARY,2.5,JAK1,JAK INHIBITOR,BRD:BRD-K67482377-001-01-8,ITACITINIB,ITACITINIB
REP.PRIMARY,2.5,CCR2,CC CHEMOKINE RECEPTOR ANTAGONIST,BRD:BRD-K67628093-001-01-9,INCB-3284,INCB-3284
REP.PRIMARY,2.5,CXCL8,CALCIUM CHANNEL BLOCKER,BRD:BRD-K68408772-001-05-4,CARBOXYAMIDOTRIAZOLE,CARBOXYAMIDOTRIAZOLE
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K68432770-236-23-1,AMPICILLIN,AMPICILLIN
REP.PRIMARY,2.5,MPL,THROMBOPOIETIN RECEPTOR AGONIST,BRD:BRD-K68544925-001-01-1,AVATROMBOPAG,AVATROMBOPAG
REP.PRIMARY,2.5,,COENZYME A PRECURSOR,BRD:BRD-K68764924-001-03-2,PANTETHINE,PANTETHINE
REP.PRIMARY,2.5,CYP19A1,AROMATASE INHIBITOR,BRD:BRD-K69636617-001-01-7,TESTOLACTONE,TESTOLACTONE
REP.PRIMARY,2.5,"HTR1A, HTR1B, HTR1D",SEROTONIN RECEPTOR ANTAGONIST,BRD:BRD-K69669039-001-01-8,GSK163090,GSK163090
REP.PRIMARY,2.5,"RXRA, RXRB, RXRG",RETINOID RECEPTOR ANTAGONIST,BRD:BRD-K70262971-001-01-9,AGN-194310,AGN-194310
REP.PRIMARY,2.5,FAAH,FAAH INHIBITOR,BRD:BRD-K70330032-001-01-1,JNJ-42165279,JNJ-42165279
REP.PRIMARY,2.5,KDR,VEGFR INHIBITOR,BRD:BRD-K70504253-001-01-3,FRUQUINTINIB,FRUQUINTINIB
REP.PRIMARY,2.5,VKORC1,VITAMIN K ANTAGONIST,BRD:BRD-K70592963-001-31-6,PHENINDIONE,PHENINDIONE
REP.PRIMARY,2.5,IDH1,ISOCITRATE DEHYDROGENASE INHIBITOR,BRD:BRD-K70601687-001-01-3,ENASIDENIB,ENASIDENIB
REP.PRIMARY,2.5,AR,ANDROGEN RECEPTOR AGONIST,BRD:BRD-K70650177-001-01-7,TESTOSTERONE-UNDECANOATE,TESTOSTERONE-UNDECANOATE
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K71026158-304-01-0,CARUMONAM,CARUMONAM
REP.PRIMARY,2.5,PDE3A,PHOSPHODIESTERASE INHIBITOR,BRD:BRD-K71977764-001-01-2,PIROXIMONE,PIROXIMONE
REP.PRIMARY,2.5,"SCN10A, SCN5A",SODIUM CHANNEL BLOCKER,BRD:BRD-K72259270-003-25-6,DYCLONINE,DYCLONINE
REP.PRIMARY,2.5,EHMT2,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,BRD:BRD-K72264770-001-03-2,BRD4770,BRD4770
REP.PRIMARY,2.5,FLT3,FLT3 INHIBITOR,BRD:BRD-K72280606-001-01-2,GILTERITINIB,GILTERITINIB
REP.PRIMARY,2.5,TOP2A,TOPOISOMERASE INHIBITOR,BRD:BRD-K72533376-001-01-2,ETOPOSIDE-PHOSPHATE,ETOPOSIDE-PHOSPHATE
REP.PRIMARY,2.5,,ADRENERGIC RECEPTOR AGONIST,BRD:BRD-K73027814-003-01-0,OXYFEDRINE,OXYFEDRINE
REP.PRIMARY,2.5,"AVPR1A, AVPR1B, AVPR2, OXTR",VASOPRESSIN RECEPTOR AGONIST,BRD:BRD-K73028949-001-02-8,VASOPRESSIN,VASOPRESSIN
REP.PRIMARY,2.5,,ANTIMALARIAL AGENT,BRD:BRD-K73132780-001-01-2,PYRONARIDINE,PYRONARIDINE
REP.PRIMARY,2.5,"AVPR1A, AVPR1B, AVPR2",VASOPRESSIN RECEPTOR AGONIST,BRD:BRD-K73451719-001-01-2,TERLIPRESSIN,TERLIPRESSIN
REP.PRIMARY,2.5,F2,THROMBIN INHIBITOR,BRD:BRD-K73504359-001-01-3,BIVALIRUDIN,BIVALIRUDIN
REP.PRIMARY,2.5,TLR7,TOLL-LIKE RECEPTOR AGONIST,BRD:BRD-K73585091-001-02-3,GS-9620,GS-9620
REP.PRIMARY,2.5,,,BRD:BRD-K73753850-003-01-6,HEXAMINOLEVULINATE,HEXAMINOLEVULINATE
REP.PRIMARY,2.5,CYP3A4,CYTOCHROME P450 INHIBITOR,BRD:BRD-K73881242-003-04-6,ARBIDOL,ARBIDOL
REP.PRIMARY,2.5,EHMT2,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,BRD:BRD-K74236984-001-04-8,UNC0321,UNC0321
REP.PRIMARY,2.5,"ENOX2, SPHK1",XIAP INHIBITOR,BRD:BRD-K74671368-001-01-8,IDRONOXIL,IDRONOXIL
REP.PRIMARY,2.5,,PROTEIN SYNTHESIS INHIBITOR,BRD:BRD-K74759733-065-01-4,ISEPAMICIN,ISEPAMICIN
REP.PRIMARY,2.5,"HTR1A, HTR2A, HTR2C","DOPAMINE REUPTAKE INHIBITOR, SEROTONIN REUPTAKE INHIBITOR",BRD:BRD-K75385383-001-01-5,DIPT,DIPT
REP.PRIMARY,2.5,ESR1,SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM),BRD:BRD-K75445017-001-01-1,ESTETROL,ESTETROL
REP.PRIMARY,2.5,PDXK,,BRD:BRD-K76204040-001-03-8,PYRIDOXAL,PYRIDOXAL
REP.PRIMARY,2.5,"GNRHR, LHCGR",GONADOTROPIN RELEASING FACTOR HORMONE RECEPTOR ANTAGONIST,BRD:BRD-K76315403-015-02-5,CETRORELIX,CETRORELIX
REP.PRIMARY,2.5,TACR1,NEUROKININ RECEPTOR ANTAGONIST,BRD:BRD-K76594255-001-01-6,MAROPITANT,MAROPITANT
REP.PRIMARY,2.5,"PDE4A, PDE4B, PDE4C, PDE4D",PHOSPHODIESTERASE INHIBITOR,BRD:BRD-K76614248-001-01-2,ATIZORAM,ATIZORAM
REP.PRIMARY,2.5,,"DNA DIRECTED DNA POLYMERASE INHIBITOR, DNA SYNTHESIS INHIBITOR",BRD:BRD-K76634210-001-12-1,IDOXURIDINE,IDOXURIDINE
REP.PRIMARY,2.5,,LEUCYL-TRNA SYNTHETASE INHIBITOR,BRD:BRD-K76713213-001-02-1,TAVABOROLE,TAVABOROLE
REP.PRIMARY,2.5,SYK,SYK INHIBITOR,BRD:BRD-K76719364-001-02-5,GS-9973,GS-9973
REP.PRIMARY,2.5,,DNA INHIBITOR,BRD:BRD-K76927775-001-11-8,NITROFURANTOIN,NITROFURANTOIN
REP.PRIMARY,2.5,TOP2A,TOPOISOMERASE INHIBITOR,BRD:BRD-K77038618-356-01-3,GARENOXACIN,GARENOXACIN
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K77073709-435-01-2,CEFMINOX,CEFMINOX
REP.PRIMARY,2.5,VDR,VITAMIN D RECEPTOR AGONIST,BRD:BRD-K77175907-001-08-0,CALCIFEDIOL,CALCIFEDIOL
REP.PRIMARY,2.5,,ANTIOXIDANT,BRD:BRD-K77320845-001-01-2,SECOISOLARICIRESINOL-DIGLUCOSIDE,SECOISOLARICIRESINOL-DIGLUCOSIDE
REP.PRIMARY,2.5,"EHMT1, EHMT2",HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,BRD:BRD-K77428767-001-01-7,UNC0224,UNC0224
REP.PRIMARY,2.5,,STEROL METHYLTRANSFERASE INHIBITOR,BRD:BRD-K77432251-001-01-2,ABAFUNGIN,ABAFUNGIN
REP.PRIMARY,2.5,,ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K77564118-001-03-1,FENOVERINE,FENOVERINE
REP.PRIMARY,2.5,"HCRTR1, HCRTR2",OREXIN RECEPTOR ANTAGONIST,BRD:BRD-K78666663-001-01-6,LEMBOREXANT,LEMBOREXANT
REP.PRIMARY,2.5,"TAS1R2, TRPV1",,BRD:BRD-K78841970-001-13-8,ASPARTAME,ASPARTAME
REP.PRIMARY,2.5,IDO1,"INDOLEAMINE 2,3-DIOXYGENASE INHIBITOR",BRD:BRD-K79450420-001-01-8,INCB-024360,"EPACADOSTAT, INCB-024360"
REP.PRIMARY,2.5,IDO1,"INDOLEAMINE 2,3-DIOXYGENASE INHIBITOR",BRD:BRD-K79450420-001-02-6,INCB-024360,"EPACADOSTAT, INCB-024360"
REP.PRIMARY,2.5,"NOX1, NOX4",NADPH OXIDASE INHIBITOR,BRD:BRD-K79710622-001-02-9,GKT137831,GKT137831
REP.PRIMARY,2.5,"CHRNA4, CHRNB2",ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K79803033-300-01-3,POZANICLINE,POZANICLINE
REP.PRIMARY,2.5,TOP1,TOPOISOMERASE INHIBITOR,BRD:BRD-K79821389-001-03-5,RUBITECAN,RUBITECAN
REP.PRIMARY,2.5,,CYCLOOXYGENASE INHIBITOR,BRD:BRD-K80076813-001-08-8,DIFTALONE,DIFTALONE
REP.PRIMARY,2.5,,VASODILATOR,BRD:BRD-K80353807-001-25-3,KHELLIN,KHELLIN
REP.PRIMARY,2.5,"GRIA1, GRIA2, GRIA3, GRIA4",GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-K80359953-001-01-3,TALAMPANEL,TALAMPANEL
REP.PRIMARY,2.5,SLC6A2,ADRENERGIC NEURON BLOCKER,BRD:BRD-K80419150-001-02-4,DEBRISOQUIN,DEBRISOQUIN
REP.PRIMARY,2.5,,SOMATOSTATIN RECEPTOR AGONIST,BRD:BRD-K80607346-001-01-1,FK-962,FK-962
REP.PRIMARY,2.5,"CSNK2A1, NQO2, PTGS1, PTGS2","CYTOCHROME P450 INHIBITOR, SIRT ACTIVATOR",BRD:BRD-K80738081-001-46-8,RESVERATROL,RESVERATROL
REP.PRIMARY,2.5,SLCO1B1,CONTRAST AGENT,BRD:BRD-K80762071-236-02-5,INDOCYANINE-GREEN,INDOCYANINE-GREEN
REP.PRIMARY,2.5,"DRD2, DRD3, DRD4, HTR2A",PSYCHOACTIVE DRUG,BRD:BRD-K80859331-001-01-5,HALOPERIDOL-DECANOATE,HALOPERIDOL-DECANOATE
REP.PRIMARY,2.5,"IL10, IL1B, IL6, TNF",CYTOKINE PRODUCTION INHIBITOR,BRD:BRD-K81405859-300-01-4,JTE-607,JTE-607
REP.PRIMARY,2.5,HTR1D,SEROTONIN RECEPTOR AGONIST,BRD:BRD-K81616657-001-01-4,PNU-142633,PNU-142633
REP.PRIMARY,2.5,"GLRB, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B",GLUTAMATE RECEPTOR ANTAGONIST,BRD:BRD-K81981783-236-02-9,GAVESTINEL,GAVESTINEL
REP.PRIMARY,2.5,"AOC3, P4HA1",VASODILATOR,BRD:BRD-K82103381-003-09-4,HYDRALAZINE,HYDRALAZINE
REP.PRIMARY,2.5,,"ACETYLCHOLINE RECEPTOR AGONIST, NICOTINIC RECEPTOR AGONIST",BRD:BRD-K82118441-001-03-7,PYRANTEL,PYRANTEL
REP.PRIMARY,2.5,ADRA2A,ADRENERGIC RECEPTOR ANTAGONIST,BRD:BRD-K82687598-001-01-6,TOLONIDINE,TOLONIDINE
REP.PRIMARY,2.5,PPARG,PPAR RECEPTOR ANTAGONIST,BRD:BRD-K82908348-001-01-9,DARGLITAZONE,DARGLITAZONE
REP.PRIMARY,2.5,MTOR,"MTOR INHIBITOR, PI3K INHIBITOR",BRD:BRD-K82967180-001-01-6,LY3023414,LY3023414
REP.PRIMARY,2.5,KIF11,KINESIN-LIKE SPINDLE PROTEIN INHIBITOR,BRD:BRD-K83029223-001-01-3,LITRONESIB,LITRONESIB
REP.PRIMARY,2.5,AGTR1,ANGIOTENSIN RECEPTOR ANTAGONIST,BRD:BRD-K83144676-001-09-5,OLMESARTAN,OLMESARTAN
REP.PRIMARY,2.5,"CASR, IDO1, SLC36A1, WARS, WARS2",SEROTONIN RECEPTOR PARTIAL AGONIST,BRD:BRD-K83776863-001-08-9,TRYPTOPHAN,TRYPTOPHAN
REP.PRIMARY,2.5,AR,AROMATASE INHIBITOR,BRD:BRD-K84036904-001-08-8,17-ALPHA-METHYLTESTOSTERONE,17-ALPHA-METHYLTESTOSTERONE
REP.PRIMARY,2.5,"PTGS1, PTGS2",CYCLOOXYGENASE INHIBITOR,BRD:BRD-K84173274-001-01-6,UFENAMATE,UFENAMATE
REP.PRIMARY,2.5,"ACHE, BCHE",ACETYLCHOLINESTERASE INHIBITOR,BRD:BRD-K84281997-003-08-4,PRALIDOXIME,PRALIDOXIME
REP.PRIMARY,2.5,,,BRD:BRD-K84459715-001-01-6,ZOPOLRESTAT,ZOPOLRESTAT
REP.PRIMARY,2.5,"FGFR1, FGFR2, FGFR3, FGFR4",FGFR INHIBITOR,BRD:BRD-K84868168-001-01-0,ERDAFITINIB,ERDAFITINIB
REP.PRIMARY,2.5,,CALCIUM CHANNEL BLOCKER,BRD:BRD-K84971356-001-01-4,ETAFENONE,ETAFENONE
REP.PRIMARY,2.5,,BETA LACTAMASE INHIBITOR,BRD:BRD-K85882401-323-01-5,AVIBACTAM,AVIBACTAM
REP.PRIMARY,2.5,"HTR1A, HTR1B",SEROTONIN RECEPTOR AGONIST,BRD:BRD-K86171477-001-01-3,ELTOPRAZINE,ELTOPRAZINE
REP.PRIMARY,2.5,,"DOPAMINE REUPTAKE INHIBITOR, SEROTONIN REUPTAKE INHIBITOR",BRD:BRD-K86358349-001-02-0,BROMANTAN,BROMANTAN
REP.PRIMARY,2.5,UGCG,GLYCOSYL TRANSFERASE INHIBITOR,BRD:BRD-K86410485-046-01-0,ELIGLUSTAT,ELIGLUSTAT
REP.PRIMARY,2.5,,PROTEIN SYNTHESIS INHIBITOR,BRD:BRD-K86670086-001-02-5,SUTEZOLID,SUTEZOLID
REP.PRIMARY,2.5,"EHMT1, EHMT2",HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,BRD:BRD-K86856088-001-06-9,UNC0638,UNC0638
REP.PRIMARY,2.5,"ATP1A1, CHRNA10, GRIN3A, HTR3A, SCN10A, SLC6A3",SODIUM CHANNEL BLOCKER,BRD:BRD-K86864073-001-01-1,CHLOROPROCAINE,CHLOROPROCAINE
REP.PRIMARY,2.5,,BACTERIAL CELL WALL SYNTHESIS INHIBITOR,BRD:BRD-K86873305-236-14-7,PIPERACILLIN,PIPERACILLIN
REP.PRIMARY,2.5,"ESR2, NCOA1",ESTROGEN RECEPTOR AGONIST,BRD:BRD-K87316765-001-01-4,PRINABEREL,PRINABEREL
REP.PRIMARY,2.5,,ANTI-INFLAMMATORY AGENT,BRD:BRD-K87386013-001-01-7,DIROXIMEL-FUMARATE,DIROXIMEL-FUMARATE
REP.PRIMARY,2.5,EHMT2,HISTONE LYSINE METHYLTRANSFERASE INHIBITOR,BRD:BRD-K87465484-001-02-7,UNC0646,UNC0646
REP.PRIMARY,2.5,,,BRD:BRD-K87573013-001-01-0,CL-225385,CL-225385
REP.PRIMARY,2.5,"CA2, STS",STEROID SULFATASE INHIBITOR,BRD:BRD-K87777313-001-02-2,IROSUSTAT,IROSUSTAT
REP.PRIMARY,2.5,HTR1A,SEROTONIN RECEPTOR AGONIST,BRD:BRD-K87948281-001-01-9,F-11440,F-11440
REP.PRIMARY,2.5,"CHRNA4, CHRNA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2",GABA RECEPTOR MODULATOR,BRD:BRD-K88143662-001-01-5,METHARBITAL,METHARBITAL
REP.PRIMARY,2.5,PTGER2,PROSTAGLANDIN RECEPTOR AGONIST,BRD:BRD-K88854110-001-01-5,TAPRENEPAG,TAPRENEPAG
REP.PRIMARY,2.5,RARA,"APOPTOSIS STIMULANT, RETINOID RECEPTOR AGONIST",BRD:BRD-K89085489-001-23-2,FENRETINIDE,FENRETINIDE
REP.PRIMARY,2.5,,PROTEIN SYNTHESIS INHIBITOR,BRD:BRD-K89121095-001-01-7,TEDIZOLID-PHOSPHATE,TEDIZOLID-PHOSPHATE
REP.PRIMARY,2.5,"OPRK1, OPRM1",OPIOID RECEPTOR AGONIST,BRD:BRD-K89272869-003-01-8,NALFURAFINE,NALFURAFINE
REP.PRIMARY,2.5,GABBR1,BENZODIAZEPINE RECEPTOR AGONIST,BRD:BRD-K89413285-074-01-5,REMIMAZOLAM,REMIMAZOLAM
REP.PRIMARY,2.5,,BENZODIAZEPINE RECEPTOR AGONIST,BRD:BRD-K89490285-001-08-1,BENTAZEPAM,BENTAZEPAM
REP.PRIMARY,2.5,,HCV INHIBITOR,BRD:BRD-K89920762-001-01-4,PARITAPREVIR,PARITAPREVIR
REP.PRIMARY,2.5,,ALCOHOL DEHYDROGENASE INHIBITOR,BRD:BRD-K90069354-001-03-7,ISOVALERAMIDE,ISOVALERAMIDE
REP.PRIMARY,2.5,AR,ANDROGEN RECEPTOR MODULATOR,BRD:BRD-K90171280-001-01-4,LY2452473,LY2452473
REP.PRIMARY,2.5,,FUNGAL ERGOSTEROL INHIBITOR,BRD:BRD-K90563805-001-02-6,NATAMYCIN,NATAMYCIN
REP.PRIMARY,2.5,,"ANTI-INFLAMMATORY AGENT, ANTIINFLAMMATORY AGENT, CYCLOOXYGENASE INHIBITOR",BRD:BRD-K90629600-001-01-4,EMORFAZONE,EMORFAZONE
REP.PRIMARY,2.5,DRD3,DOPAMINE RECEPTOR AGONIST,BRD:BRD-K90982969-001-01-2,ETILEVODOPA,ETILEVODOPA
REP.PRIMARY,2.5,CHRM1,ACETYLCHOLINE RECEPTOR ANTAGONIST,BRD:BRD-K91244729-003-01-3,PROPIVERINE,PROPIVERINE
REP.PRIMARY,2.5,"HCAR2, HCAR3",NIACIN RECEPTOR AGONIST,BRD:BRD-K91405252-001-01-9,MK-0354,MK-0354
REP.PRIMARY,2.5,ADA,"ADENOSINE DEAMINASE INHIBITOR, RIBONUCLEOTIDE REDUCTASE INHIBITOR",BRD:BRD-K91543828-001-02-0,PENTOSTATIN,PENTOSTATIN
REP.PRIMARY,2.5,"MAPK11, MAPK12, MAPK14",P38 MAPK INHIBITOR,BRD:BRD-K91900765-001-07-6,VX-745,VX-745
REP.PRIMARY,2.5,PGR,PROGESTERONE RECEPTOR AGONIST,BRD:BRD-K92073408-001-15-7,NORETHINDRONE,NORETHINDRONE
REP.PRIMARY,2.5,,GLUTATHIONE SYNTHASE STIMULANT,BRD:BRD-K92413528-001-06-9,PROCYSTEINE,PROCYSTEINE
REP.PRIMARY,2.5,,,BRD:BRD-K92426617-001-06-3,ESAPRAZOLE,ESAPRAZOLE
REP.PRIMARY,2.5,,GLUTATHIONE TRANSFERASE STIMULANT,BRD:BRD-K92490248-001-06-6,ANETHOLE-TRITHIONE,ANETHOLE-TRITHIONE
