""	"chr10p"	"chr10q"	"chr11p"	"chr11q"	"chr12p"	"chr12q"	"chr13q"	"chr14q"	"chr15q"	"chr16p"	"chr16q"	"chr17p"	"chr17q"	"chr18p"	"chr18q"	"chr19p"	"chr19q"	"chr1p"	"chr1q"	"chr20p"	"chr20q"	"chr21q"	"chr22q"	"chr2p"	"chr2q"	"chr3p"	"chr3q"	"chr4p"	"chr4q"	"chr5p"	"chr5q"	"chr6p"	"chr6q"	"chr7p"	"chr7q"	"chr8p"	"chr8q"	"chr9p"	"chr9q"
"COLO829_SKIN"	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	-1	0	-1	-1	1	0	1	1	0	0	0	0
"RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	1	1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"DMS79_LUNG"	-1	-1	1	1	0	0	0	1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	-1	0	-1	0	0	0	1	0	0	0	0
"PANC0403_PANCREAS"	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	1	1	0	-1	-1	-1	0	0	0	0	-1	-1
"NCIH889_LUNG"	-1	-1	0	0	-1	1	-1	0	0	0	0	-1	0	1	1	1	1	0	0	0	0	1	0	0	-1	-1	0	0	-1	1	-1	0	-1	0	1	1	0	1	0
"DLD1_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HEYA8_OVARY"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1
"PANC1005_PANCREAS"	-1	0	0	0	0	0	-1	0	0	1	1	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	1	0	0
"NCIH524_LUNG"	-1	-1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"SW1463_LARGE_INTESTINE"	0	0	0	0	0	0	1	0	-1	0	0	-1	0	-1	-1	0	0	0	0	1	1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	1	0	0
"TYKNU_OVARY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	1	1	0	0	0	0
"EFM19_BREAST"	0	0	-1	0	0	1	0	0	0	1	-1	-1	0	-1	-1	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	-1	1	1	0	-1	-1	1	-1	0
"T84_LARGE_INTESTINE"	0	0	1	0	1	1	-1	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	0	1	0	-1	0	-1	-1
"SKMEL2_SKIN"	0	0	0	-1	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	-1	1	0	0	1	1	0	0	0	0
"DU145_PROSTATE"	0	0	-1	0	0	0	0	1	0	-1	0	0	0	1	-1	0	0	0	0	-1	0	1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	-1	0
"EFO21_OVARY"	0	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	1	-1	-1	0	0	-1	0	-1	0	1	1	0	0	0	0	0	0	-1	-1
"SKMEL30_SKIN"	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0
"LN18_CENTRAL_NERVOUS_SYSTEM"	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"MDAMB468_BREAST"	-1	0	0	1	-1	-1	0	0	-1	-1	1	-1	-1	1	-1	0	1	1	1	0	0	1	0	0	0	-1	0	-1	-1	0	0	1	1	1	0	-1	0	-1	0
"MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SBC5_LUNG"	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	1	-1	0	0	0	1	0	-1	0	0	-1	-1	0	0	0	0	1	1	0	0	0
"RMGI_OVARY"	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"U118MG_CENTRAL_NERVOUS_SYSTEM"	-1	0	0	0	0	1	-1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	-1	0
"A253_SALIVARY_GLAND"	-1	0	0	-1	-1	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	1	1	0	0	0	0	-1	0	-1	-1	1	0	-1	0	1	0	0	0	0	1
"BXPC3_PANCREAS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"TCCPAN2_PANCREAS"	0	0	1	-1	-1	1	1	1	0	1	1	-1	0	-1	-1	0	0	-1	0	-1	1	0	-1	0	0	-1	0	-1	-1	1	1	0	-1	1	1	-1	1	-1	0
"CAKI2_KIDNEY"	1	0	0	-1	0	0	-1	0	0	1	0	-1	0	0	-1	0	1	0	0	1	1	1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0
"EFO27_OVARY"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	1
"MFE280_ENDOMETRIUM"	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"U87MG_CENTRAL_NERVOUS_SYSTEM"	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0
"OVSAHO_OVARY"	1	1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	0	1	-1	-1	0	0	0	1	-1	-1	1	1	0	-1	-1	1	-1	-1	0	-1
"NCIH520_LUNG"	0	0	0	0	0	0	0	0	0	1	1	-1	0	-1	0	0	0	-1	0	0	-1	-1	0	0	0	0	1	-1	0	0	1	0	0	0	0	-1	0	0	0
"NUGC3_STOMACH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"NCIH446_LUNG"	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	1	0	0	1	0	0	0	0	0	0	0	1	-1
"MELHO_SKIN"	-1	-1	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	-1	0
"UACC257_SKIN"	-1	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	-1	0	0	1	-1	0	0	-1	0	-1	-1
"EFM192A_BREAST"	0	0	-1	-1	-1	1	0	1	0	0	0	0	0	-1	-1	-1	1	-1	1	-1	0	-1	-1	0	0	0	0	0	0	1	1	1	0	-1	1	-1	0	0	0
"SW900_LUNG"	-1	0	-1	1	1	0	0	0	0	-1	0	1	0	0	-1	-1	0	0	1	0	0	0	0	0	0	-1	0	1	0	1	0	0	0	0	0	-1	0	0	0
"MELJUSO_SKIN"	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	-1	0
"A172_CENTRAL_NERVOUS_SYSTEM"	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"KURAMOCHI_OVARY"	1	-1	0	0	-1	-1	0	0	-1	0	-1	0	-1	-1	-1	-1	0	1	1	0	1	0	-1	0	0	-1	0	-1	-1	1	0	0	0	-1	1	-1	1	0	0
"SW480_LARGE_INTESTINE"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	-1	0	0	0	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0
"ALEXANDERCELLS_LIVER"	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"WM2664_SKIN"	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1
"IGR39_SKIN"	0	0	0	0	1	-1	0	-1	0	0	0	0	0	-1	-1	0	0	0	0	1	1	0	0	0	0	0	0	-1	-1	1	1	-1	-1	1	1	0	0	0	1
"PATU8988S_PANCREAS"	0	0	1	0	-1	0	0	1	1	0	0	0	-1	1	-1	0	0	-1	0	1	1	-1	-1	0	0	0	0	0	-1	0	0	0	0	1	1	-1	1	0	0
"RERFLCSQ1_LUNG"	0	0	-1	0	0	0	0	0	0	-1	1	0	0	-1	-1	-1	1	0	0	0	1	0	0	0	0	-1	1	-1	-1	1	0	0	0	1	0	-1	0	0	0
"NCIH1395_LUNG"	0	-1	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	1	-1	1	0	0	-1	0	1	0	-1	0	0	0	1	0	0	-1	0	0	-1	1	0	-1
"SCC25_UPPER_AERODIGESTIVE_TRACT"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	1	0	0	0	0	0	-1	0	-1	1
"OCUM1_STOMACH"	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
"HCC1937_BREAST"	0	-1	-1	0	1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	1	-1	-1	0	0	1
"SNU387_LIVER"	0	0	-1	-1	0	0	0	-1	-1	0	0	-1	0	1	-1	-1	0	0	0	1	1	0	0	0	1	0	1	-1	-1	0	0	1	1	0	0	-1	-1	0	1
"CAOV4_OVARY"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0
"SNU398_LIVER"	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
"SNU423_LIVER"	0	1	1	0	-1	0	0	0	-1	0	0	0	0	-1	-1	0	-1	0	0	1	1	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	-1	0	0	1
"SNU449_LIVER"	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"COLO205_LARGE_INTESTINE"	-1	0	0	0	0	0	1	0	0	0	0	0	0	-1	-1	0	0	0	0	1	1	0	0	0	0	-1	0	0	0	1	1	0	-1	0	0	-1	0	0	0
"HCC1187_BREAST"	0	0	1	1	1	0	0	0	-1	0	-1	-1	-1	1	0	1	0	0	1	1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"HCC202_BREAST"	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	1	-1	-1	0	0	1	0	0	-1	-1	1	-1	0	0	-1	0	1	0	1	-1	1	1	-1	1	1	0
"IMR32_AUTONOMIC_GANGLIA"	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
"C2BBE1_LARGE_INTESTINE"	1	0	0	1	1	0	0	0	0	0	1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
"NCIH2052_PLEURA"	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	-1	-1	-1	-1	-1	1	0	0
"NCIH1355_LUNG"	0	0	0	0	0	0	-1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0
"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	-1	-1
"U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
"REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HT144_SKIN"	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	0	1	1	0	0	0	0	0	-1	0	1	-1	0	-1	0
"SKMEL1_SKIN"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	-1	-1
"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM"	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	1	0	0	0	0
"DMS114_LUNG"	1	1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	1	0	1	0	-1	1	-1	-1
"MDAMB157_BREAST"	0	-1	0	0	-1	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0
"MDAMB175VII_BREAST"	0	0	0	-1	0	0	0	1	0	0	0	-1	0	-1	-1	0	0	-1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
"NCIH2087_LUNG"	-1	0	-1	1	-1	0	-1	0	0	0	0	1	-1	-1	-1	-1	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	1	1	-1	-1	1	1	-1	1	-1	-1
"SNUC2A_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
"CAKI1_KIDNEY"	1	1	0	0	0	0	0	-1	0	0	1	0	0	1	-1	0	0	0	1	-1	0	0	-1	0	0	-1	0	1	0	0	0	-1	-1	0	0	0	1	0	0
"MG63_BONE"	0	0	0	0	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	-1	1	-1	-1	1	1	0	0	0	-1	1	1	0	0
"SW1990_PANCREAS"	0	0	0	0	0	0	0	1	-1	0	0	-1	1	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
"PL45_PANCREAS"	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	1	0	0
"MSTO211H_PLEURA"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PLCPRF5_LIVER"	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	-1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NCIH2029_LUNG"	-1	-1	0	0	0	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0
"NCIH1734_LUNG"	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0	1	0	0	0	0	0	0	0
"NCIH2106_LUNG"	-1	-1	0	0	0	-1	0	0	0	0	1	-1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"NCIH2347_LUNG"	0	0	0	0	0	0	-1	1	0	-1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	-1	0	0	0	1	-1	0
"SW780_URINARY_TRACT"	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
"NCIH1666_LUNG"	0	0	0	-1	-1	0	0	0	0	0	0	-1	1	0	-1	0	0	0	1	1	1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	0
"NCIH1651_LUNG"	0	0	0	0	-1	0	0	-1	0	0	0	0	0	1	-1	-1	0	0	0	0	0	-1	0	0	0	0	1	0	0	1	0	0	0	1	1	-1	0	-1	0
"NCIH510_LUNG"	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	-1	0	1	-1	0	-1	0	-1	-1	0	-1	0
"NCIH2066_LUNG"	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0
"BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"CALU3_LUNG"	0	0	0	0	0	1	-1	0	0	0	1	-1	0	0	0	-1	0	0	1	-1	1	-1	0	0	0	0	0	-1	-1	0	1	0	0	1	0	0	0	-1	-1
"NCIH2342_LUNG"	1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	1	0	1	0	-1	0	-1	0
"PANC1_PANCREAS"	-1	1	0	1	-1	0	-1	-1	0	0	0	-1	1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	1	-1	-1	0	0	0	0	1	0	-1	0	-1	-1
"NCIH2291_LUNG"	0	0	-1	0	1	0	-1	1	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	-1	1	0	0	0	1	0	0	1	0	-1	-1	1	1	0	1	-1	1
"SKNDZ_AUTONOMIC_GANGLIA"	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HS746T_STOMACH"	-1	0	0	0	1	0	-1	1	0	-1	0	1	1	-1	0	0	-1	0	0	-1	1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	1	0	1
"SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"NCIH1341_LUNG"	-1	0	0	0	0	0	1	0	0	0	-1	0	0	-1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
"HUH1_LIVER"	0	0	0	0	0	0	-1	0	1	-1	0	1	0	0	-1	0	0	0	1	0	1	-1	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	-1	0
"RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
"HRT18_LARGE_INTESTINE"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CORL24_LUNG"	0	0	0	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	1	-1	-1	0	0	0	0	0	0	0	0	-1	-1
"COLO684_ENDOMETRIUM"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
"LCLC97TM1_LUNG"	-1	0	0	0	1	0	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	1	0	-1	1	0	0
"NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0
"GP2D_LARGE_INTESTINE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
"OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
"NCIH2405_LUNG"	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	1	1	-1	1	-1	0
"COLO792_SKIN"	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	-1	0	1	0	0	0	0
"BICR6_UPPER_AERODIGESTIVE_TRACT"	-1	0	1	-1	0	0	-1	1	0	0	0	0	0	-1	-1	0	0	0	0	1	1	-1	0	0	0	-1	1	-1	-1	1	0	0	-1	1	0	0	0	-1	1
"SW48_LARGE_INTESTINE"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5637_URINARY_TRACT"	-1	-1	1	0	0	0	0	0	0	-1	-1	-1	1	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	-1	0	1	0	-1	0	1	1	0	0	1	1
"SH4_SKIN"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	1	1	-1	0	1	0	1	0	0
"BICR56_UPPER_AERODIGESTIVE_TRACT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	-1	1	0	0
"KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	-1	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0	0
"769P_KIDNEY"	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0
"CORL95_LUNG"	-1	-1	0	0	0	0	0	0	-1	-1	-1	-1	0	-1	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	1	0	0	0	1	0	0	0	0	0
"CORL88_LUNG"	0	-1	0	0	1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	1	-1	0	0	0	0	-1	1	0	1
"COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	-1	0	-1	0	0	-1	-1	0	1	1	-1	0	1	1	0	-1	0	1	0	0	0	0	0	0	0	0	-1	-1	1	0	0	0	0	0	-1	-1	0	-1
"LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	0	0	0	-1	0	1	0	0	0	0
"HS940T_SKIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	-1	-1	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	-1	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	0	1	1	1	0	-1	-1
"LC1F_LUNG"	0	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	-1	0	1	0	-1	0	-1	-1	1	0	0	0	0	0	-1	1	0	0
"WM793_SKIN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
"PECAPJ49_UPPER_AERODIGESTIVE_TRACT"	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-1	1	0	1
"59M_OVARY"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"NCIH2286_LUNG"	0	0	1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	0	0
"RT11284_URINARY_TRACT"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	1	0	0	0	0	1	1	-1	0	0	0	0	0	0	-1	1	0	0
"GRM_SKIN"	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	-1	0	0	1	0	1	1	0	-1	0	0	-1	0	-1	-1	0	0	-1	-1	0	0	-1	0	0	0
"PECAPJ15_UPPER_AERODIGESTIVE_TRACT"	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	1	0	0	0	-1	0
"JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	0	0
"CORL47_LUNG"	-1	-1	0	0	-1	0	0	0	0	0	0	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0
"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
